"","name","nurs","doct","state","zone","area","popu"
"411","Ihenta Health Centre",0,0,"Abia","Southeast",438.2592552,245144
"412","Agboji Health Post",0,0,"Abia","Southeast",438.2592552,245144
"413","Ibem Christian Hospital",0,7,"Abia","Southeast",438.2592552,245144
"414","OHAFOR HEALTH PHC",0,0,"Abia","Southeast",438.2592552,245144
"415","General Hospital Abiriba",3,2,"Abia","Southeast",438.2592552,245144
"416","akanu ukwu health center",0,0,"Abia","Southeast",438.2592552,245144
"417","Isiukwu Health Centre",1,0,"Abia","Southeast",438.2592552,245144
"418","Amulet health. Center",0,0,"Abia","Southeast",438.2592552,245144
"419","Nkporo Health Center",0,0,"Abia","Southeast",438.2592552,245144
"420","Etiti Ama Health Centre",0,0,"Abia","Southeast",438.2592552,245144
"421","Amurie Health Center",0,0,"Abia","Southeast",438.2592552,245144
"422","Ndi Uduma Awoke PHC",2,0,"Abia","Southeast",438.2592552,245144
"423","Ania health center",0,0,"Abia","Southeast",438.2592552,245144
"424","Mgbaga Health Centre",0,0,"Abia","Southeast",438.2592552,245144
"425","okonaku primary health care",0,0,"Abia","Southeast",438.2592552,245144
"426","KINGS OF KINGS SPECIALIST HOSPITAL",9,2,"Abia","Southeast",438.2592552,245144
"427","EKPANKUME PHC",0,0,"Abia","Southeast",438.2592552,245144
"428","Okagwe Health Post",0,0,"Abia","Southeast",438.2592552,245144
"429","Goodnews Health Post",0,0,"Abia","Southeast",438.2592552,245144
"430","Gemeral Hospital Amaekpu",0,2,"Abia","Southeast",438.2592552,245144
"431","St.Philomina Clinic ebem Ohafia",0,1,"Abia","Southeast",438.2592552,245144
"432","EZIAFOR HEALTH CENTRE",0,0,"Abia","Southeast",438.2592552,245144
"433","AGBORJI OKAGWE HEALTH CENTRE",0,0,"Abia","Southeast",438.2592552,245144
"434","Amaedo phc",0,0,"Abia","Southeast",438.2592552,245144
"435","Ukwa Nkporo Health Centre",0,0,"Abia","Southeast",438.2592552,245144
"436","Ukwa Nkporo Primary Health Center",0,0,"Abia","Southeast",438.2592552,245144
"437","Health Clinic",0,1,"Abia","Southeast",438.2592552,245144
"438","amaekpu health centre",1,0,"Abia","Southeast",438.2592552,245144
"439","AMUMA HEALTH CENTRE",1,0,"Abia","Southeast",438.2592552,245144
"440","Eziafor health post.",2,0,"Abia","Southeast",438.2592552,245144
"441","Ndi ibe PHC",0,0,"Abia","Southeast",438.2592552,245144
"442","Ozondu Polyclinic",1,2,"Abia","Southeast",438.2592552,245144
"443","Nkwebi Health Post",0,0,"Abia","Southeast",438.2592552,245144
"444","Abia Health Post",2,0,"Abia","Southeast",438.2592552,245144
"445","ucheoma medical hospotal",0,1,"Abia","Southeast",438.2592552,245144
"446","None",0,0,"Abia","Southeast",438.2592552,245144
"447","Amangwu Health Center",0,0,"Abia","Southeast",438.2592552,245144
"448","Basic Primary Health Centre",0,0,"Abia","Southeast",438.2592552,245144
"449","Isiama Health Centre",0,0,"Abia","Southeast",438.2592552,245144
"450","AGBOJI PHC",0,0,"Abia","Southeast",438.2592552,245144
"451","Mben. Cottage. Hospital",1,2,"Abia","Southeast",438.2592552,245144
"452","umuode health center",0,0,"Abia","Southeast",197.7711375,219632
"453","Amavo Nkwogu health post",0,0,"Abia","Southeast",197.7711375,219632
"454","Egbede health center",0,0,"Abia","Southeast",197.7711375,219632
"455","Calvary Christian Hospital",10,2,"Abia","Southeast",197.7711375,219632
"456","Umuobasi primary health center",1,0,"Abia","Southeast",197.7711375,219632
"457","umule health post",4,0,"Abia","Southeast",197.7711375,219632
"459","Embassy Hospital",10,2,"Abia","Southeast",197.7711375,219632
"460","Amavo Nkworgu Health Post",0,0,"Abia","Southeast",197.7711375,219632
"461","Mbutunta Health Post",0,0,"Abia","Southeast",197.7711375,219632
"462","umuchichi health post",1,0,"Abia","Southeast",197.7711375,219632
"464","Mount Zion Hospital",15,1,"Abia","Southeast",197.7711375,219632
"465","God's Care Maternity",1,1,"Abia","Southeast",197.7711375,219632
"466","Primary Health Care",4,1,"Abia","Southeast",197.7711375,219632
"467","Amatoukwu health post",2,0,"Abia","Southeast",197.7711375,219632
"468","Mbutuoma primary health center",1,0,"Abia","Southeast",197.7711375,219632
"470","okpuala umugwo primary health center",0,0,"Abia","Southeast",197.7711375,219632
"472","Obiaro primary health center",0,0,"Abia","Southeast",197.7711375,219632
"473","Umungasi primary health center",2,0,"Abia","Southeast",197.7711375,219632
"474","Amavo ukwu primary health center",0,0,"Abia","Southeast",197.7711375,219632
"477","eke aro primary health center",3,0,"Abia","Southeast",197.7711375,219632
"478","Umuoyoro primary health center",0,0,"Abia","Southeast",197.7711375,219632
"479","Abayi Ariaria primary health center",0,0,"Abia","Southeast",197.7711375,219632
"482","okpuala ukwu primary health center",3,0,"Abia","Southeast",197.7711375,219632
"484","Umuomenaukwu Health Post",0,0,"Abia","Southeast",197.7711375,219632
"485","okpu umuobo primary health center",0,0,"Abia","Southeast",197.7711375,219632
"486","Owonaumuosi",0,0,"Abia","Southeast",197.7711375,219632
"487","ROMALEX HOSPITAL",11,2,"Abia","Southeast",197.7711375,219632
"488","Model Health Centre",0,0,"Abia","Southeast",197.7711375,219632
"489","Govt. Cottage Hospital",0,3,"Abia","Southeast",197.7711375,219632
"491","Umuagbara health center",0,0,"Abia","Southeast",197.7711375,219632
"492","Maria-Ragina Hospital",4,1,"Abia","Southeast",197.7711375,219632
"493","Etiti Amavo Health Post",0,0,"Abia","Southeast",197.7711375,219632
"494","world bank primary health center",5,0,"Abia","Southeast",197.7711375,219632
"496","Njiko Umunna primary health center",0,0,"Abia","Southeast",197.7711375,219632
"497","Osisioma health office marternity",0,0,"Abia","Southeast",197.7711375,219632
"498","Ngwaiyiekwe PHC",0,0,"Abia","Southeast",107.8673543,82618
"499","Umuchukwu health facility",0,0,"Abia","Southeast",107.8673543,82618
"500","Umunkama P H C",1,0,"Abia","Southeast",107.8673543,82618
"501","Owerre Aba Health facility",0,0,"Abia","Southeast",107.8673543,82618
"502","Umuagara Primary Health Care",0,0,"Abia","Southeast",107.8673543,82618
"503","Obegwu health centre",0,0,"Abia","Southeast",107.8673543,82618
"504","Akanu Ngwa H C",0,0,"Abia","Southeast",107.8673543,82618
"505","Obeaku PHC",0,0,"Abia","Southeast",107.8673543,82618
"506","Amapu Ideobia Health C",0,0,"Abia","Southeast",107.8673543,82618
"507","Obeaja health facility",0,0,"Abia","Southeast",107.8673543,82618
"508","St John Jesus Hospital",2,1,"Abia","Southeast",107.8673543,82618
"509","Asaumuakwa health facility",1,0,"Abia","Southeast",107.8673543,82618
"510","Warfront Health Post",0,0,"Abia","Southeast",107.8673543,82618
"511","Asa umunka health centre",3,0,"Abia","Southeast",107.8673543,82618
"512","UMugo Primary Health Centre",0,0,"Abia","Southeast",107.8673543,82618
"513","Obeaku PHC",0,0,"Abia","Southeast",107.8673543,82618
"514","Ugwunagbo PHC",1,0,"Abia","Southeast",107.8673543,82618
"515","Isimanu PHC",0,0,"Abia","Southeast",107.8673543,82618
"516","Oza Umuebukwu Health Facility",0,0,"Abia","Southeast",107.8673543,82618
"517","Aza PHC",0,0,"Abia","Southeast",107.8673543,82618
"518","Alaoji mobile Clinic",1,0,"Abia","Southeast",107.8673543,82618
"519","Iheobeaku Health Centre",0,0,"Abia","Southeast",107.8673543,82618
"520","Umuodo Primary Health Care",0,0,"Abia","Southeast",107.8673543,82618
"521","Amavo health centre",0,0,"Abia","Southeast",107.8673543,82618
"522","Umuagara Primary Health Care",0,0,"Abia","Southeast",107.8673543,82618
"523","Asa nnetu health centre",0,0,"Abia","Southeast",107.8673543,82618
"524","Abayi Nchokoro Health Post",1,0,"Abia","Southeast",107.8673543,82618
"525","Oza Umuebukwu Health Facility",0,0,"Abia","Southeast",107.8673543,82618
"526","Umuagara Primary Health Care",0,0,"Abia","Southeast",107.8673543,82618
"527","Ihie Ukwu PHC",0,0,"Abia","Southeast",107.8673543,82618
"528","Ihie Ukwu PHC",0,0,"Abia","Southeast",107.8673543,82618
"529","Ukebe H C",2,0,"Abia","Southeast",107.8673543,82618
"530","Umuaja H C",0,0,"Abia","Southeast",107.8673543,82618
"531","Ohuru PHC",0,0,"Abia","Southeast",280.0866854,58865
"532","Eti Health Post",0,0,"Abia","Southeast",280.0866854,58865
"533","Umule PHC",0,0,"Abia","Southeast",280.0866854,58865
"535","Akanu primary health center",0,0,"Abia","Southeast",280.0866854,58865
"536","Father Farm Hospital, Ohanso",1,1,"Abia","Southeast",280.0866854,58865
"537","Cottage Hospital",0,3,"Abia","Southeast",280.0866854,58865
"539","Amakam Health Post",0,0,"Abia","Southeast",280.0866854,58865
"543","Isimkporobe PHC",0,0,"Abia","Southeast",280.0866854,58865
"544","Obikoro Health Post",0,0,"Abia","Southeast",280.0866854,58865
"545","Ukebe PHC",0,0,"Abia","Southeast",280.0866854,58865
"547","Akwete. P. H. C",0,0,"Abia","Southeast",280.0866854,58865
"551","Primary. Heath. Centre.",1,0,"Abia","Southeast",280.0866854,58865
"552","Abaki PHC",0,0,"Abia","Southeast",280.0866854,58865
"553","Okotoko PHC",0,0,"Abia","Southeast",280.0866854,58865
"554","Akirika Nta Health Post",0,0,"Abia","Southeast",280.0866854,58865
"555","Ohandu. P. H. C",0,0,"Abia","Southeast",280.0866854,58865
"556","P. H. C.",0,0,"Abia","Southeast",280.0866854,58865
"557","Uhunna/Obiohuru PHC",0,0,"Abia","Southeast",280.0866854,58865
"558","Obunku. P. H. C",0,0,"Abia","Southeast",280.0866854,58865
"559","Akirika Uku PHC",0,0,"Abia","Southeast",280.0866854,58865
"560","LGA Staff Clinic",0,0,"Abia","Southeast",280.0866854,58865
"562","Mkpuohia Oba Health Post",0,0,"Abia","Southeast",280.0866854,58865
"564","Father Farm Clinic, Obohia",2,1,"Abia","Southeast",280.0866854,58865
"566","Mkpukpuoha",0,0,"Abia","Southeast",280.0866854,58865
"568","Chiebuka Hospital and Maternity",0,1,"Abia","Southeast",270.7246871,88555
"569","Obiga  Primary Health Center",0,0,"Abia","Southeast",270.7246871,88555
"570","Umuelechi Primary Health Centre",0,0,"Abia","Southeast",270.7246871,88555
"571","Umuaka PHC",0,0,"Abia","Southeast",270.7246871,88555
"572","Ogwe PHC",0,0,"Abia","Southeast",270.7246871,88555
"573","Ozatta PHC",0,0,"Abia","Southeast",270.7246871,88555
"574","Umuadienwe PHC",0,0,"Abia","Southeast",270.7246871,88555
"575","Omuma Uzo PHC",0,0,"Abia","Southeast",270.7246871,88555
"576","Umuorie PHC",0,0,"Abia","Southeast",270.7246871,88555
"577","Umuezeke PHC",0,0,"Abia","Southeast",270.7246871,88555
"578","Ezendioma Primary Health Center",1,0,"Abia","Southeast",270.7246871,88555
"579","Obokwe l PHC",0,0,"Abia","Southeast",270.7246871,88555
"580","Owo Asa PHC",0,0,"Abia","Southeast",270.7246871,88555
"581","Umuituru PHC",0,0,"Abia","Southeast",270.7246871,88555
"582","Okohia Health Centre",0,0,"Abia","Southeast",270.7246871,88555
"583","Uzuaku Health Post",0,0,"Abia","Southeast",270.7246871,88555
"584","Obibor Health Centre",0,0,"Abia","Southeast",270.7246871,88555
"585","Umungede Health Post",0,0,"Abia","Southeast",270.7246871,88555
"586","General Hospital Ukwa West",0,1,"Abia","Southeast",270.7246871,88555
"587","Umuitor PHC",0,0,"Abia","Southeast",270.7246871,88555
"588","Umuebulungwu PHC",0,0,"Abia","Southeast",270.7246871,88555
"589","Umukalu Health Centre",3,0,"Abia","Southeast",270.7246871,88555
"590","Ugwati PHC",0,0,"Abia","Southeast",270.7246871,88555
"591","Umuiku Primary Health Centre",0,0,"Abia","Southeast",270.7246871,88555
"592","Health Centre Imo River",0,0,"Abia","Southeast",270.7246871,88555
"593","Umudobia PHC",0,0,"Abia","Southeast",270.7246871,88555
"594","Obehie PHC",0,0,"Abia","Southeast",270.7246871,88555
"595","Obokwe ll PHC",0,0,"Abia","Southeast",270.7246871,88555
"596","Cottage Hospital Owaza",2,0,"Abia","Southeast",270.7246871,88555
"597","Ajata/Iyienyi Health Centre",2,0,"Abia","Southeast",244.5984573,220660
"598","CHRISTIANA DENTAL CLINIC",3,2,"Abia","Southeast",244.5984573,220660
"599","Federal Primary Health Centre Umuakam",0,0,"Abia","Southeast",244.5984573,220660
"600","MBOM AFARATA HEALTH CENTER",0,0,"Abia","Southeast",244.5984573,220660
"601","CHUKUWEBUKA HOSPITAL",8,4,"Abia","Southeast",244.5984573,220660
"602","Amaeke PHC",0,0,"Abia","Southeast",244.5984573,220660
"603","Ugba Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"604","World Bznk He",0,0,"Abia","Southeast",244.5984573,220660
"605","Amator Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"606","Umuegwu Okpuala Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"608","Okwuta Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"609","Life Essential Hospital",8,2,"Abia","Southeast",244.5984573,220660
"611","AMUZUKWU COMMUNITY HEALTH CENTER",0,0,"Abia","Southeast",244.5984573,220660
"612","Amuzukwu health center",0,0,"Abia","Southeast",244.5984573,220660
"613","Federal Primary Health Centre, Umuakam",0,0,"Abia","Southeast",244.5984573,220660
"615","nnorom clinic",6,1,"Abia","Southeast",244.5984573,220660
"617","Ofeme Health Centre",1,0,"Abia","Southeast",244.5984573,220660
"619","Isingw ofeme health",4,0,"Abia","Southeast",244.5984573,220660
"620","Christiana Dental clinic",2,1,"Abia","Southeast",244.5984573,220660
"622","AMUZUKWU COMMUNITY HEALTH CENTRE",0,0,"Abia","Southeast",244.5984573,220660
"624","Ahiaeke heatlh. Centre",1,0,"Abia","Southeast",244.5984573,220660
"625","Amuzuoro Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"626","Chukwuebuka Hospital",8,4,"Abia","Southeast",244.5984573,220660
"627","primary health center",0,0,"Abia","Southeast",244.5984573,220660
"628","Amaokwe ugba Health centre",0,0,"Abia","Southeast",244.5984573,220660
"630","Workd Health centre",2,0,"Abia","Southeast",244.5984573,220660
"631","Infant Welfare Clinic",0,0,"Abia","Southeast",244.5984573,220660
"632","Health center",3,0,"Abia","Southeast",244.5984573,220660
"633","Amafor Isingwu Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"634","Hammersmith medical center.",12,2,"Abia","Southeast",244.5984573,220660
"635","CHUKUWEBUKA HOSPITAL",8,4,"Abia","Southeast",244.5984573,220660
"636","Nkwoegwu Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"639","Umuana Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"641","Nnorom clinic",6,1,"Abia","Southeast",244.5984573,220660
"642","Chukwuebuka hospital",8,4,"Abia","Southeast",244.5984573,220660
"643","Isieke PHC",0,0,"Abia","Southeast",244.5984573,220660
"644","Omega Hospital",3,2,"Abia","Southeast",244.5984573,220660
"646","Akunna specialist clinic and utlrasound scanning",1,1,"Abia","Southeast",244.5984573,220660
"647","Nkenna Hospital",6,3,"Abia","Southeast",244.5984573,220660
"648","Healing Cross Hospital",10,4,"Abia","Southeast",244.5984573,220660
"649","World Bank Primary Health Care Centre",1,3,"Abia","Southeast",244.5984573,220660
"650","Okwulaga Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"651","Christiana Dental Clinic",2,1,"Abia","Southeast",244.5984573,220660
"652","Abia State Specialist Hospital & Diagnostic Centre",2,7,"Abia","Southeast",244.5984573,220660
"653","Amaogwuhwu Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"654","Umuawa Alocha Primary Healtj Care centre",0,0,"Abia","Southeast",244.5984573,220660
"655","Isiadu Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"656","Isiama Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"657","Nkata Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"658","Nnorom Medical Clinic",6,1,"Abia","Southeast",244.5984573,220660
"659","Precillia Hospital",10,2,"Abia","Southeast",244.5984573,220660
"660","Umuawa alaocha health center",5,1,"Abia","Southeast",244.5984573,220660
"661","The Lords Foundation Hospital & maternity, Ugwunchara",1,1,"Abia","Southeast",244.5984573,220660
"662","Nnorom medical clinic",6,1,"Abia","Southeast",244.5984573,220660
"663","Zenith Hospital",0,2,"Abia","Southeast",244.5984573,220660
"664","Chukwuebuka Hospital",8,4,"Abia","Southeast",244.5984573,220660
"665","Ekeokwuru Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"666","Ultramordern health centre, Ekeoba Autonomous Community",0,0,"Abia","Southeast",244.5984573,220660
"667","Acess hospital",4,1,"Abia","Southeast",244.5984573,220660
"668","Proposed Egwunaeleke Community Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"670","CHRISTIANA DENTAL CLINIC",3,2,"Abia","Southeast",244.5984573,220660
"671","Umukabia Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"672","Ultra mordern health centre",0,0,"Abia","Southeast",244.5984573,220660
"673","NPHCC",0,0,"Abia","Southeast",244.5984573,220660
"674","Avonkwu Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"675","Primary health center",0,0,"Abia","Southeast",244.5984573,220660
"676","Okpu Isingwu Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"677","Nkwoegwu Health Centre",0,0,"Abia","Southeast",244.5984573,220660
"678","Ogechi maternity",1,1,"Abia","Southeast",140.4096165,138570
"679","AHIAUKWU HEALTH FACILITY,OLOKORO",0,0,"Abia","Southeast",140.4096165,138570
"680","Ohiya Health Centre",0,0,"Abia","Southeast",140.4096165,138570
"681","Umuanya Ogbodiukwu",0,0,"Abia","Southeast",140.4096165,138570
"682","AMIZI HEALTH CENTER",0,0,"Abia","Southeast",140.4096165,138570
"683","amakama health center",0,0,"Abia","Southeast",140.4096165,138570
"684","St charles hospital / maternity",3,1,"Abia","Southeast",140.4096165,138570
"685","Eziama PHC",1,0,"Abia","Southeast",140.4096165,138570
"686","Zenith hospital",0,2,"Abia","Southeast",140.4096165,138570
"687","Chijim Maternity",0,1,"Abia","Southeast",140.4096165,138570
"688","old umuahia health center",0,0,"Abia","Southeast",140.4096165,138570
"689","Ipupe 1Health centre",1,0,"Abia","Southeast",140.4096165,138570
"690","Ogbodiukwu PHC",0,0,"Abia","Southeast",140.4096165,138570
"691","Umunwanwa communitu health centre",0,0,"Abia","Southeast",140.4096165,138570
"692","MDGs PHC Amuzu",0,0,"Abia","Southeast",140.4096165,138570
"693","Enugu umuoram health centre ohiya",1,0,"Abia","Southeast",140.4096165,138570
"694","SDA Hospital",1,0,"Abia","Southeast",140.4096165,138570
"695","Ubakala primary healthcare centre",0,0,"Abia","Southeast",140.4096165,138570
"696","Nsirimo",1,0,"Abia","Southeast",140.4096165,138570
"697","Dikeukwu PHC",0,0,"Abia","Southeast",140.4096165,138570
"698","Ezeleke health centre",4,0,"Abia","Southeast",140.4096165,138570
"699","Ijeoma Hospital",6,2,"Abia","Southeast",140.4096165,138570
"700","Ipupe 2 primary health center",2,0,"Abia","Southeast",140.4096165,138570
